longitude;latitude;d_inter;annee_inter;type_inter;type_support;rue;code_commune;equipement_concerne
3.90038656074795;43.5672493706742;24/07/2012 00:00;2012;Fuite;Canalisation;PLAN DE VERDUN;34129;Canalisation
3.89960616255909;43.5650199922617;20/07/2012 00:00;2012;Fuite;Branchement;AV DE MASSILIA;34129;Branchement
3.89961623036896;43.5650404700328;20/07/2012 00:00;2012;Fuite;;AV DE MASSILIA;34129;
3.96972302775614;43.5544364504204;19/07/2012 00:00;2012;Fuite;Branchement;R DE L'ETANG DE L'OR;34198;Branchement
3.89732318312738;43.5603765250895;18/07/2012 00:00;2012;Fuite;Branchement;AV DE MASSILIA;34129;Branchement
3.90590548389609;43.5760905940773;18/07/2012 00:00;2012;Fuite;Branchement;R PALLADIO;34129;Branchement
3.89916080738337;43.5620208806322;18/07/2012 00:00;2012;Fuite;;R DE NEAPOLIS;34129;
3.89937249696936;43.5655593357195;13/07/2012 00:00;2012;Fuite;;R DE NARBO;34129;
3.90000667763974;43.5658211269994;13/07/2012 00:00;2012;Fuite;Branchement;AV DE MASSILIA;34129;Branchement
3.90315644255927;43.5642036635451;12/07/2012 00:00;2012;Fuite;Branchement;AV FANFONNE GUILLERME;34129;Branchement
3.90039967837853;43.5670784500243;11/07/2012 00:00;2012;Fuite;Canalisation;PLAN DE VERDUN;34129;Canalisation
3.87990877662366;43.5779786005508;08/07/2012 00:00;2012;Fuite;Branchement;R DU PUECH RADIER;34129;Branchement
3.94818222954675;43.5672897186028;05/07/2012 00:00;2012;Fuite;Branchement;AV DE MONTPELLIER;34198;Branchement
3.87683907941399;43.5619666506545;05/07/2012 00:00;2012;Fuite;Branchement;TRA DES SAVONNIERS;34129;Branchement
3.95978700340984;43.561195845593;04/07/2012 00:00;2012;Fuite;Branchement;AV JEAN MONNET;34198;Branchement
3.95977749870619;43.5611968820156;04/07/2012 00:00;2012;Fuite;Branchement;AV JEAN MONNET;34198;Branchement
3.87807017260912;43.5620967514637;27/06/2012 00:00;2012;Fuite;Branchement;R DES ROBINIERS;34129;Branchement
3.91405766606248;43.5751159581883;26/06/2012 00:00;2012;Fuite;Branchement;R DU BEAUPRE;34129;Branchement
3.87247229203198;43.5611538902034;13/06/2012 00:00;2012;Fuite;Branchement;R DES PITTOSPORES;34129;Branchement
